Age,Channel,Band,AbsMean_log10,AbsSD_log10,RelMean,RelSD
75,C3,Delta,0.671822,0.067107,-2.031114,0.939528
75,C3,Theta,0.695227,0.080336,-1.876850,0.593248
75,C3,Alpha,0.818299,0.136182,0.211704,0.980130
75,C3,Beta,0.695198,0.080400,-1.847884,0.713201
75,C3,Total,0.899191,0.104484,NaN,NaN
75,Cz,Delta,0.676429,0.064631,-1.997937,0.934273
75,Cz,Theta,0.691663,0.082495,-1.878593,0.590475
75,Cz,Alpha,0.816534,0.136663,0.243255,0.983833
75,Cz,Beta,0.681014,0.079456,-1.962332,0.685890
75,Cz,Total,0.895758,0.103879,NaN,NaN
75,C4,Delta,0.631559,0.066493,-1.509590,0.651117
75,C4,Theta,0.641712,0.068784,-1.520667,0.366791
75,C4,Alpha,0.723695,0.094248,-0.222649,0.678904
75,C4,Beta,0.625747,0.062026,-1.680422,0.524719
75,C4,Total,0.814515,0.069523,NaN,NaN
75,T8,Delta,0.629963,0.066611,-1.527625,0.637332
75,T8,Theta,0.627956,0.078136,-1.589608,0.396363
75,T8,Alpha,0.710553,0.101259,-0.335119,0.683008
75,T8,Beta,0.629472,0.074854,-1.608261,0.646714
75,T8,Total,0.807389,0.075358,NaN,NaN
75,P7,Delta,0.603996,0.060271,-1.828819,0.594156
75,P7,Theta,0.636790,0.069012,-1.589327,0.377782
75,P7,Alpha,0.731852,0.093242,-0.141759,0.656203
75,P7,Beta,0.650581,0.066785,-1.396730,0.592372
75,P7,Total,0.815302,0.070269,NaN,NaN
75,P3,Delta,0.619621,0.070311,-1.702553,0.602091
75,P3,Theta,0.629889,0.078189,-1.605981,0.363519
75,P3,Alpha,0.717281,0.106069,-0.237050,0.686043
75,P3,Beta,0.641302,0.072263,-1.449538,0.624018
75,P3,Total,0.810056,0.080091,NaN,NaN
75,Pz,Delta,0.640422,0.055991,-1.832400,0.746040
75,Pz,Theta,0.666077,0.067368,-1.664833,0.445832
75,Pz,Alpha,0.768896,0.103290,-0.062222,0.747813
75,Pz,Beta,0.675436,0.065546,-1.536234,0.597889
75,Pz,Total,0.851141,0.075518,NaN,NaN
75,P4,Delta,0.645640,0.068205,-1.833194,0.830567
75,P4,Theta,0.652764,0.084067,-1.813501,0.443842
75,P4,Alpha,0.768145,0.122747,0.063093,0.860285
75,P4,Beta,0.653187,0.071604,-1.736903,0.675050
75,P4,Total,0.850671,0.091014,NaN,NaN
75,P8,Delta,0.707101,0.047561,-1.620414,0.661560
75,P8,Theta,0.731258,0.066099,-1.455169,0.438534
75,P8,Alpha,0.806617,0.102009,-0.220283,0.780901
75,P8,Beta,0.708751,0.068941,-1.829221,0.622122
75,P8,Total,0.898926,0.069873,NaN,NaN
75,O1,Delta,0.712887,0.047451,-1.633754,0.695852
75,O1,Theta,0.734095,0.064332,-1.524645,0.424551
75,O1,Alpha,0.816094,0.104968,-0.222514,0.783468
75,O1,Beta,0.725558,0.071007,-1.740228,0.611674
75,O1,Total,0.907298,0.071688,NaN,NaN
75,O2,Delta,0.700395,0.048188,-1.774129,0.804215
75,O2,Theta,0.719834,0.067926,-1.685353,0.485240
75,O2,Alpha,0.820311,0.114306,-0.084034,0.851877
75,O2,Beta,0.725507,0.071652,-1.697541,0.618716
75,O2,Total,0.906277,0.079279,NaN,NaN
76,Fp1,Delta,0.678379,0.060398,-1.324142,0.680581
76,Fp1,Theta,0.669473,0.073359,-1.531053,0.363192
76,Fp1,Alpha,0.743983,0.107526,-0.334135,0.778660
76,Fp1,Beta,0.648247,0.071302,-1.804974,0.579292
76,Fp1,Total,0.842710,0.076107,NaN,NaN
76,Fp2,Delta,0.683162,0.066642,-1.302140,0.692062
76,Fp2,Theta,0.670605,0.073722,-1.511160,0.376543
76,Fp2,Alpha,0.743830,0.103448,-0.367526,0.800499
76,Fp2,Beta,0.645238,0.064915,-1.835161,0.574526
76,Fp2,Total,0.842531,0.073625,NaN,NaN
76,F7,Delta,0.679176,0.056931,-1.650739,0.695389
76,F7,Theta,0.704918,0.067159,-1.475556,0.398255
76,F7,Alpha,0.780812,0.105111,-0.228334,0.781903
76,F7,Beta,0.687440,0.070818,-1.722987,0.596965
76,F7,Total,0.874080,0.073450,NaN,NaN
76,F3,Delta,0.681987,0.052191,-1.651874,0.679651
76,F3,Theta,0.701229,0.068404,-1.496446,0.426396
76,F3,Alpha,0.780147,0.103940,-0.221002,0.777214
76,F3,Beta,0.686625,0.071298,-1.745942,0.617483
76,F3,Total,0.872437,0.072023,NaN,NaN
76,Fz,Delta,0.671907,0.052575,-1.755873,0.710255
76,Fz,Theta,0.703097,0.068010,-1.590286,0.418356
76,Fz,Alpha,0.790487,0.106503,-0.169849,0.771107
76,Fz,Beta,0.711933,0.073162,-1.577985,0.621505
76,Fz,Total,0.881779,0.075214,NaN,NaN
76,F4,Delta,0.680018,0.054370,-1.750089,0.713527
76,F4,Theta,0.699934,0.074021,-1.638127,0.444201
76,F4,Alpha,0.794560,0.112804,-0.141858,0.796696
76,F4,Beta,0.709236,0.080158,-1.610908,0.645431
76,F4,Total,0.882941,0.080805,NaN,NaN
76,F8,Delta,0.675969,0.061351,-1.849354,0.815547
76,F8,Theta,0.701123,0.074559,-1.748290,0.469035
76,F8,Alpha,0.806477,0.116538,-0.073473,0.836725
76,F8,Beta,0.721790,0.079294,-1.580472,0.645850
76,F8,Total,0.893381,0.085712,NaN,NaN
76,T7,Delta,0.680723,0.057317,-1.782358,0.762426
76,T7,Theta,0.694568,0.075370,-1.765197,0.487026
76,T7,Alpha,0.802184,0.119075,-0.027668,0.853617
76,T7,Beta,0.709951,0.078036,-1.653050,0.648081
76,T7,Total,0.888153,0.085624,NaN,NaN
76,C3,Delta,0.671822,0.067107,-2.031114,0.939528
76,C3,Theta,0.695227,0.080336,-1.876850,0.593248
76,C3,Alpha,0.818299,0.136182,0.211704,0.980130
76,C3,Beta,0.695198,0.080400,-1.847884,0.713201
76,C3,Total,0.899191,0.104484,NaN,NaN
76,Cz,Delta,0.676429,0.064631,-1.997937,0.934273
76,Cz,Theta,0.691663,0.082495,-1.878593,0.590475
76,Cz,Alpha,0.816534,0.136663,0.243255,0.983833
76,Cz,Beta,0.681014,0.079456,-1.962332,0.685890
76,Cz,Total,0.895758,0.103879,NaN,NaN
76,C4,Delta,0.631559,0.066493,-1.509590,0.651117
76,C4,Theta,0.641712,0.068784,-1.520667,0.366791
76,C4,Alpha,0.723695,0.094248,-0.222649,0.678904
76,C4,Beta,0.625747,0.062026,-1.680422,0.524719
76,C4,Total,0.814515,0.069523,NaN,NaN
76,T8,Delta,0.629963,0.066611,-1.527625,0.637332
76,T8,Theta,0.627956,0.078136,-1.589608,0.396363
76,T8,Alpha,0.710553,0.101259,-0.335119,0.683008
76,T8,Beta,0.629472,0.074854,-1.608261,0.646714
76,T8,Total,0.807389,0.075358,NaN,NaN
76,P7,Delta,0.603996,0.060271,-1.828819,0.594156
76,P7,Theta,0.636790,0.069012,-1.589327,0.377782
76,P7,Alpha,0.731852,0.093242,-0.141759,0.656203
76,P7,Beta,0.650581,0.066785,-1.396730,0.592372
76,P7,Total,0.815302,0.070269,NaN,NaN
76,P3,Delta,0.619621,0.070311,-1.702553,0.602091
76,P3,Theta,0.629889,0.078189,-1.605981,0.363519
76,P3,Alpha,0.717281,0.106069,-0.237050,0.686043
76,P3,Beta,0.641302,0.072263,-1.449538,0.624018
76,P3,Total,0.810056,0.080091,NaN,NaN
76,Pz,Delta,0.640422,0.055991,-1.832400,0.746040
76,Pz,Theta,0.666077,0.067368,-1.664833,0.445832
76,Pz,Alpha,0.768896,0.103290,-0.062222,0.747813
76,Pz,Beta,0.675436,0.065546,-1.536234,0.597889
76,Pz,Total,0.851141,0.075518,NaN,NaN
76,P4,Delta,0.645640,0.068205,-1.833194,0.830567
76,P4,Theta,0.652764,0.084067,-1.813501,0.443842
76,P4,Alpha,0.768145,0.122747,0.063093,0.860285
76,P4,Beta,0.653187,0.071604,-1.736903,0.675050
76,P4,Total,0.850671,0.091014,NaN,NaN
76,P8,Delta,0.707101,0.047561,-1.620414,0.661560
76,P8,Theta,0.731258,0.066099,-1.455169,0.438534
76,P8,Alpha,0.806617,0.102009,-0.220283,0.780901
76,P8,Beta,0.708751,0.068941,-1.829221,0.622122
76,P8,Total,0.898926,0.069873,NaN,NaN
76,O1,Delta,0.712887,0.047451,-1.633754,0.695852
76,O1,Theta,0.734095,0.064332,-1.524645,0.424551
76,O1,Alpha,0.816094,0.104968,-0.222514,0.783468
76,O1,Beta,0.725558,0.071007,-1.740228,0.611674
76,O1,Total,0.907298,0.071688,NaN,NaN
76,O2,Delta,0.700395,0.048188,-1.774129,0.804215
76,O2,Theta,0.719834,0.067926,-1.685353,0.485240
76,O2,Alpha,0.820311,0.114306,-0.084034,0.851877
76,O2,Beta,0.725507,0.071652,-1.697541,0.618716
76,O2,Total,0.906277,0.079279,NaN,NaN
77,Fp1,Delta,0.678379,0.060398,-1.324142,0.680581
77,Fp1,Theta,0.669473,0.073359,-1.531053,0.363192
77,Fp1,Alpha,0.743983,0.107526,-0.334135,0.778660
77,Fp1,Beta,0.648247,0.071302,-1.804974,0.579292
77,Fp1,Total,0.842710,0.076107,NaN,NaN
77,Fp2,Delta,0.683162,0.066642,-1.302140,0.692062
77,Fp2,Theta,0.670605,0.073722,-1.511160,0.376543
77,Fp2,Alpha,0.743830,0.103448,-0.367526,0.800499
77,Fp2,Beta,0.645238,0.064915,-1.835161,0.574526
77,Fp2,Total,0.842531,0.073625,NaN,NaN
77,F7,Delta,0.679176,0.056931,-1.650739,0.695389
77,F7,Theta,0.704918,0.067159,-1.475556,0.398255
77,F7,Alpha,0.780812,0.105111,-0.228334,0.781903
77,F7,Beta,0.687440,0.070818,-1.722987,0.596965
77,F7,Total,0.874080,0.073450,NaN,NaN
77,F3,Delta,0.681987,0.052191,-1.651874,0.679651
77,F3,Theta,0.701229,0.068404,-1.496446,0.426396
77,F3,Alpha,0.780147,0.103940,-0.221002,0.777214
77,F3,Beta,0.686625,0.071298,-1.745942,0.617483
77,F3,Total,0.872437,0.072023,NaN,NaN
77,Fz,Delta,0.671907,0.052575,-1.755873,0.710255
77,Fz,Theta,0.703097,0.068010,-1.590286,0.418356
77,Fz,Alpha,0.790487,0.106503,-0.169849,0.771107
77,Fz,Beta,0.711933,0.073162,-1.577985,0.621505
77,Fz,Total,0.881779,0.075214,NaN,NaN
77,F4,Delta,0.680018,0.054370,-1.750089,0.713527
77,F4,Theta,0.699934,0.074021,-1.638127,0.444201
77,F4,Alpha,0.794560,0.112804,-0.141858,0.796696
77,F4,Beta,0.709236,0.080158,-1.610908,0.645431
77,F4,Total,0.882941,0.080805,NaN,NaN
77,F8,Delta,0.675969,0.061351,-1.849354,0.815547
77,F8,Theta,0.701123,0.074559,-1.748290,0.469035
77,F8,Alpha,0.806477,0.116538,-0.073473,0.836725
77,F8,Beta,0.721790,0.079294,-1.580472,0.645850
77,F8,Total,0.893381,0.085712,NaN,NaN
77,T7,Delta,0.680723,0.057317,-1.782358,0.762426
77,T7,Theta,0.694568,0.075370,-1.765197,0.487026
77,T7,Alpha,0.802184,0.119075,-0.027668,0.853617
77,T7,Beta,0.709951,0.078036,-1.653050,0.648081
77,T7,Total,0.888153,0.085624,NaN,NaN
77,C3,Delta,0.671822,0.067107,-2.031114,0.939528
77,C3,Theta,0.695227,0.080336,-1.876850,0.593248
77,C3,Alpha,0.818299,0.136182,0.211704,0.980130
77,C3,Beta,0.695198,0.080400,-1.847884,0.713201
77,C3,Total,0.899191,0.104484,NaN,NaN
77,Cz,Delta,0.676429,0.064631,-1.997937,0.934273
77,Cz,Theta,0.691663,0.082495,-1.878593,0.590475
77,Cz,Alpha,0.816534,0.136663,0.243255,0.983833
77,Cz,Beta,0.681014,0.079456,-1.962332,0.685890
77,Cz,Total,0.895758,0.103879,NaN,NaN
77,C4,Delta,0.631559,0.066493,-1.509590,0.651117
77,C4,Theta,0.641712,0.068784,-1.520667,0.366791
77,C4,Alpha,0.723695,0.094248,-0.222649,0.678904
77,C4,Beta,0.625747,0.062026,-1.680422,0.524719
77,C4,Total,0.814515,0.069523,NaN,NaN
77,T8,Delta,0.629963,0.066611,-1.527625,0.637332
77,T8,Theta,0.627956,0.078136,-1.589608,0.396363
77,T8,Alpha,0.710553,0.101259,-0.335119,0.683008
77,T8,Beta,0.629472,0.074854,-1.608261,0.646714
77,T8,Total,0.807389,0.075358,NaN,NaN
77,P7,Delta,0.603996,0.060271,-1.828819,0.594156
77,P7,Theta,0.636790,0.069012,-1.589327,0.377782
77,P7,Alpha,0.731852,0.093242,-0.141759,0.656203
77,P7,Beta,0.650581,0.066785,-1.396730,0.592372
77,P7,Total,0.815302,0.070269,NaN,NaN
77,P3,Delta,0.619621,0.070311,-1.702553,0.602091
77,P3,Theta,0.629889,0.078189,-1.605981,0.363519
77,P3,Alpha,0.717281,0.106069,-0.237050,0.686043
77,P3,Beta,0.641302,0.072263,-1.449538,0.624018
77,P3,Total,0.810056,0.080091,NaN,NaN
77,Pz,Delta,0.640422,0.055991,-1.832400,0.746040
77,Pz,Theta,0.666077,0.067368,-1.664833,0.445832
77,Pz,Alpha,0.768896,0.103290,-0.062222,0.747813
77,Pz,Beta,0.675436,0.065546,-1.536234,0.597889
77,Pz,Total,0.851141,0.075518,NaN,NaN
77,P4,Delta,0.645640,0.068205,-1.833194,0.830567
77,P4,Theta,0.652764,0.084067,-1.813501,0.443842
77,P4,Alpha,0.768145,0.122747,0.063093,0.860285
77,P4,Beta,0.653187,0.071604,-1.736903,0.675050
77,P4,Total,0.850671,0.091014,NaN,NaN
77,P8,Delta,0.707101,0.047561,-1.620414,0.661560
77,P8,Theta,0.731258,0.066099,-1.455169,0.438534
77,P8,Alpha,0.806617,0.102009,-0.220283,0.780901
77,P8,Beta,0.708751,0.068941,-1.829221,0.622122
77,P8,Total,0.898926,0.069873,NaN,NaN
77,O1,Delta,0.712887,0.047451,-1.633754,0.695852
77,O1,Theta,0.734095,0.064332,-1.524645,0.424551
77,O1,Alpha,0.816094,0.104968,-0.222514,0.783468
77,O1,Beta,0.725558,0.071007,-1.740228,0.611674
77,O1,Total,0.907298,0.071688,NaN,NaN
77,O2,Delta,0.700395,0.048188,-1.774129,0.804215
77,O2,Theta,0.719834,0.067926,-1.685353,0.485240
77,O2,Alpha,0.820311,0.114306,-0.084034,0.851877
77,O2,Beta,0.725507,0.071652,-1.697541,0.618716
77,O2,Total,0.906277,0.079279,NaN,NaN
78,Fp1,Delta,0.678379,0.060398,-1.324142,0.680581
78,Fp1,Theta,0.669473,0.073359,-1.531053,0.363192
78,Fp1,Alpha,0.743983,0.107526,-0.334135,0.778660
78,Fp1,Beta,0.648247,0.071302,-1.804974,0.579292
78,Fp1,Total,0.842710,0.076107,NaN,NaN
78,Fp2,Delta,0.683162,0.066642,-1.302140,0.692062
78,Fp2,Theta,0.670605,0.073722,-1.511160,0.376543
78,Fp2,Alpha,0.743830,0.103448,-0.367526,0.800499
78,Fp2,Beta,0.645238,0.064915,-1.835161,0.574526
78,Fp2,Total,0.842531,0.073625,NaN,NaN
78,F7,Delta,0.679176,0.056931,-1.650739,0.695389
78,F7,Theta,0.704918,0.067159,-1.475556,0.398255
78,F7,Alpha,0.780812,0.105111,-0.228334,0.781903
78,F7,Beta,0.687440,0.070818,-1.722987,0.596965
78,F7,Total,0.874080,0.073450,NaN,NaN
78,F3,Delta,0.681987,0.052191,-1.651874,0.679651
78,F3,Theta,0.701229,0.068404,-1.496446,0.426396
78,F3,Alpha,0.780147,0.103940,-0.221002,0.777214
78,F3,Beta,0.686625,0.071298,-1.745942,0.617483
78,F3,Total,0.872437,0.072023,NaN,NaN
78,Fz,Delta,0.671907,0.052575,-1.755873,0.710255
78,Fz,Theta,0.703097,0.068010,-1.590286,0.418356
78,Fz,Alpha,0.790487,0.106503,-0.169849,0.771107
78,Fz,Beta,0.711933,0.073162,-1.577985,0.621505
78,Fz,Total,0.881779,0.075214,NaN,NaN
78,F4,Delta,0.680018,0.054370,-1.750089,0.713527
78,F4,Theta,0.699934,0.074021,-1.638127,0.444201
78,F4,Alpha,0.794560,0.112804,-0.141858,0.796696
78,F4,Beta,0.709236,0.080158,-1.610908,0.645431
78,F4,Total,0.882941,0.080805,NaN,NaN
78,F8,Delta,0.675969,0.061351,-1.849354,0.815547
78,F8,Theta,0.701123,0.074559,-1.748290,0.469035
78,F8,Alpha,0.806477,0.116538,-0.073473,0.836725
78,F8,Beta,0.721790,0.079294,-1.580472,0.645850
78,F8,Total,0.893381,0.085712,NaN,NaN
78,T7,Delta,0.680723,0.057317,-1.782358,0.762426
78,T7,Theta,0.694568,0.075370,-1.765197,0.487026
78,T7,Alpha,0.802184,0.119075,-0.027668,0.853617
78,T7,Beta,0.709951,0.078036,-1.653050,0.648081
78,T7,Total,0.888153,0.085624,NaN,NaN
78,C3,Delta,0.671822,0.067107,-2.031114,0.939528
78,C3,Theta,0.695227,0.080336,-1.876850,0.593248
78,C3,Alpha,0.818299,0.136182,0.211704,0.980130
78,C3,Beta,0.695198,0.080400,-1.847884,0.713201
78,C3,Total,0.899191,0.104484,NaN,NaN
78,Cz,Delta,0.676429,0.064631,-1.997937,0.934273
78,Cz,Theta,0.691663,0.082495,-1.878593,0.590475
78,Cz,Alpha,0.816534,0.136663,0.243255,0.983833
78,Cz,Beta,0.681014,0.079456,-1.962332,0.685890
78,Cz,Total,0.895758,0.103879,NaN,NaN
78,C4,Delta,0.631559,0.066493,-1.509590,0.651117
78,C4,Theta,0.641712,0.068784,-1.520667,0.366791
78,C4,Alpha,0.723695,0.094248,-0.222649,0.678904
78,C4,Beta,0.625747,0.062026,-1.680422,0.524719
78,C4,Total,0.814515,0.069523,NaN,NaN
78,T8,Delta,0.629963,0.066611,-1.527625,0.637332
78,T8,Theta,0.627956,0.078136,-1.589608,0.396363
78,T8,Alpha,0.710553,0.101259,-0.335119,0.683008
78,T8,Beta,0.629472,0.074854,-1.608261,0.646714
78,T8,Total,0.807389,0.075358,NaN,NaN
78,P7,Delta,0.603996,0.060271,-1.828819,0.594156
78,P7,Theta,0.636790,0.069012,-1.589327,0.377782
78,P7,Alpha,0.731852,0.093242,-0.141759,0.656203
78,P7,Beta,0.650581,0.066785,-1.396730,0.592372
78,P7,Total,0.815302,0.070269,NaN,NaN
78,P3,Delta,0.619621,0.070311,-1.702553,0.602091
78,P3,Theta,0.629889,0.078189,-1.605981,0.363519
78,P3,Alpha,0.717281,0.106069,-0.237050,0.686043
78,P3,Beta,0.641302,0.072263,-1.449538,0.624018
78,P3,Total,0.810056,0.080091,NaN,NaN
78,Pz,Delta,0.640422,0.055991,-1.832400,0.746040
78,Pz,Theta,0.666077,0.067368,-1.664833,0.445832
78,Pz,Alpha,0.768896,0.103290,-0.062222,0.747813
78,Pz,Beta,0.675436,0.065546,-1.536234,0.597889
78,Pz,Total,0.851141,0.075518,NaN,NaN
78,P4,Delta,0.645640,0.068205,-1.833194,0.830567
78,P4,Theta,0.652764,0.084067,-1.813501,0.443842
78,P4,Alpha,0.768145,0.122747,0.063093,0.860285
78,P4,Beta,0.653187,0.071604,-1.736903,0.675050
78,P4,Total,0.850671,0.091014,NaN,NaN
78,P8,Delta,0.707101,0.047561,-1.620414,0.661560
78,P8,Theta,0.731258,0.066099,-1.455169,0.438534
78,P8,Alpha,0.806617,0.102009,-0.220283,0.780901
78,P8,Beta,0.708751,0.068941,-1.829221,0.622122
78,P8,Total,0.898926,0.069873,NaN,NaN
78,O1,Delta,0.712887,0.047451,-1.633754,0.695852
78,O1,Theta,0.734095,0.064332,-1.524645,0.424551
78,O1,Alpha,0.816094,0.104968,-0.222514,0.783468
78,O1,Beta,0.725558,0.071007,-1.740228,0.611674
78,O1,Total,0.907298,0.071688,NaN,NaN
78,O2,Delta,0.700395,0.048188,-1.774129,0.804215
78,O2,Theta,0.719834,0.067926,-1.685353,0.485240
78,O2,Alpha,0.820311,0.114306,-0.084034,0.851877
78,O2,Beta,0.725507,0.071652,-1.697541,0.618716
78,O2,Total,0.906277,0.079279,NaN,NaN
79,Fp1,Delta,0.672237,0.060619,-1.353383,0.680581
79,Fp1,Theta,0.668498,0.073963,-1.538658,0.363164
79,Fp1,Alpha,0.744129,0.107526,-0.318682,0.785470
79,Fp1,Beta,0.649795,0.071990,-1.776404,0.584832
79,Fp1,Total,0.842049,0.076881,NaN,NaN
79,Fp2,Delta,0.677133,0.067019,-1.330926,0.692062
79,Fp2,Theta,0.668277,0.074317,-1.514181,0.376392
79,Fp2,Alpha,0.743139,0.103448,-0.361178,0.808015
79,Fp2,Beta,0.644290,0.065420,-1.806839,0.579977
79,Fp2,Total,0.840232,0.074322,NaN,NaN
79,F7,Delta,0.670285,0.057628,-1.680869,0.695389
79,F7,Theta,0.704736,0.067654,-1.490399,0.398891
79,F7,Alpha,0.781827,0.105111,-0.218956,0.789167
79,F7,Beta,0.691113,0.071479,-1.692081,0.603867
79,F7,Total,0.874951,0.074276,NaN,NaN
79,F3,Delta,0.675239,0.052674,-1.681134,0.679651
79,F3,Theta,0.700459,0.068916,-1.516456,0.427557
79,F3,Alpha,0.780931,0.103940,-0.214081,0.784601
79,F3,Beta,0.691003,0.071963,-1.715443,0.624409
79,F3,Total,0.873134,0.072822,NaN,NaN
79,Fz,Delta,0.663586,0.053079,-1.783198,0.710255
79,Fz,Theta,0.703554,0.068554,-1.604756,0.420181
79,Fz,Alpha,0.790946,0.106503,-0.165965,0.778390
79,Fz,Beta,0.717495,0.073817,-1.538896,0.628653
79,Fz,Total,0.883187,0.076043,NaN,NaN
79,F4,Delta,0.674357,0.054908,-1.775821,0.713527
79,F4,Theta,0.698823,0.074665,-1.659885,0.445706
79,F4,Alpha,0.794813,0.112804,-0.137679,0.804133
79,F4,Beta,0.713239,0.080960,-1.572737,0.652923
79,F4,Total,0.883385,0.081753,NaN,NaN
79,F8,Delta,0.666188,0.062009,-1.868531,0.815547
79,F8,Theta,0.701403,0.075021,-1.757026,0.469431
79,F8,Alpha,0.805760,0.116538,-0.077878,0.843835
79,F8,Beta,0.725514,0.080023,-1.539373,0.652488
79,F8,Total,0.894251,0.086571,NaN,NaN
79,T7,Delta,0.674573,0.057736,-1.798100,0.762426
79,T7,Theta,0.694480,0.075868,-1.774060,0.487449
79,T7,Alpha,0.801554,0.119075,-0.029490,0.860362
79,T7,Beta,0.712935,0.078728,-1.613648,0.654249
79,T7,Total,0.888541,0.086442,NaN,NaN
79,C3,Delta,0.663417,0.067566,-2.042802,0.939528
79,C3,Theta,0.695505,0.080769,-1.873394,0.594801
79,C3,Alpha,0.816098,0.136182,0.203959,0.988519
79,C3,Beta,0.695452,0.081015,-1.812604,0.719185
79,C3,Total,0.898973,0.105484,NaN,NaN
79,Cz,Delta,0.671285,0.064957,-2.006121,0.934273
79,Cz,Theta,0.692049,0.082939,-1.875518,0.592019
79,Cz,Alpha,0.813799,0.136663,0.235885,0.992931
79,Cz,Beta,0.680439,0.080037,-1.930310,0.691357
79,Cz,Total,0.895583,0.104856,NaN,NaN
79,C4,Delta,0.622624,0.067207,-1.537410,0.651117
79,C4,Theta,0.641932,0.069180,-1.532507,0.367162
79,C4,Alpha,0.725871,0.094248,-0.198597,0.683677
79,C4,Beta,0.628271,0.062362,-1.653295,0.529350
79,C4,Total,0.815559,0.070097,NaN,NaN
79,T8,Delta,0.625926,0.067312,-1.555053,0.637332
79,T8,Theta,0.627390,0.078871,-1.613842,0.398143
79,T8,Alpha,0.711328,0.101259,-0.337624,0.688283
79,T8,Beta,0.635005,0.075573,-1.578609,0.654701
79,T8,Total,0.808916,0.076172,NaN,NaN
79,P7,Delta,0.594027,0.060874,-1.857152,0.594156
79,P7,Theta,0.636303,0.069445,-1.596136,0.378248
79,P7,Alpha,0.732279,0.093242,-0.132513,0.660424
79,P7,Beta,0.652733,0.067157,-1.365029,0.594451
79,P7,Total,0.815284,0.070915,NaN,NaN
79,P3,Delta,0.616564,0.071222,-1.725142,0.602091
79,P3,Theta,0.630561,0.078809,-1.622790,0.363610
79,P3,Alpha,0.717995,0.106069,-0.234613,0.691402
79,P3,Beta,0.645595,0.072824,-1.418879,0.629375
79,P3,Total,0.812130,0.080930,NaN,NaN
79,Pz,Delta,0.631660,0.056377,-1.852530,0.746040
79,Pz,Theta,0.666662,0.067484,-1.667302,0.445581
79,Pz,Alpha,0.768471,0.103290,-0.054005,0.751630
79,Pz,Beta,0.677466,0.065918,-1.501168,0.600812
79,Pz,Total,0.851726,0.076017,NaN,NaN
79,P4,Delta,0.640198,0.068999,-1.847546,0.830567
79,P4,Theta,0.652586,0.084579,-1.823793,0.442127
79,P4,Alpha,0.767497,0.122747,0.068662,0.866713
79,P4,Beta,0.653714,0.072064,-1.705569,0.681005
79,P4,Total,0.851201,0.091807,NaN,NaN
79,P8,Delta,0.699892,0.047958,-1.649772,0.661560
79,P8,Theta,0.730084,0.066448,-1.473962,0.439190
79,P8,Alpha,0.806927,0.102009,-0.212794,0.788142
79,P8,Beta,0.712666,0.069530,-1.798448,0.629807
79,P8,Total,0.899040,0.070613,NaN,NaN
79,O1,Delta,0.704191,0.047922,-1.659806,0.695852
79,O1,Theta,0.732695,0.064805,-1.540681,0.426297
79,O1,Alpha,0.815711,0.104968,-0.222578,0.790925
79,O1,Beta,0.729304,0.071710,-1.701669,0.619330
79,O1,Total,0.906992,0.072501,NaN,NaN
79,O2,Delta,0.692280,0.048453,-1.790731,0.804215
79,O2,Theta,0.719798,0.068247,-1.684586,0.484901
79,O2,Alpha,0.818469,0.114306,-0.097671,0.858013
79,O2,Beta,0.728285,0.072316,-1.655905,0.624797
79,O2,Total,0.905716,0.080023,NaN,NaN
80,Fp1,Delta,0.672237,0.060619,-1.353383,0.680581
80,Fp1,Theta,0.668498,0.073963,-1.538658,0.363164
80,Fp1,Alpha,0.744129,0.107526,-0.318682,0.785470
80,Fp1,Beta,0.649795,0.071990,-1.776404,0.584832
80,Fp1,Total,0.842049,0.076881,NaN,NaN
80,Fp2,Delta,0.677133,0.067019,-1.330926,0.692062
80,Fp2,Theta,0.668277,0.074317,-1.514181,0.376392
80,Fp2,Alpha,0.743139,0.103448,-0.361178,0.808015
80,Fp2,Beta,0.644290,0.065420,-1.806839,0.579977
80,Fp2,Total,0.840232,0.074322,NaN,NaN
80,F7,Delta,0.670285,0.057628,-1.680869,0.695389
80,F7,Theta,0.704736,0.067654,-1.490399,0.398891
80,F7,Alpha,0.781827,0.105111,-0.218956,0.789167
80,F7,Beta,0.691113,0.071479,-1.692081,0.603867
80,F7,Total,0.874951,0.074276,NaN,NaN
80,F3,Delta,0.675239,0.052674,-1.681134,0.679651
80,F3,Theta,0.700459,0.068916,-1.516456,0.427557
80,F3,Alpha,0.780931,0.103940,-0.214081,0.784601
80,F3,Beta,0.691003,0.071963,-1.715443,0.624409
80,F3,Total,0.873134,0.072822,NaN,NaN
80,Fz,Delta,0.663586,0.053079,-1.783198,0.710255
80,Fz,Theta,0.703554,0.068554,-1.604756,0.420181
80,Fz,Alpha,0.790946,0.106503,-0.165965,0.778390
80,Fz,Beta,0.717495,0.073817,-1.538896,0.628653
80,Fz,Total,0.883187,0.076043,NaN,NaN
80,F4,Delta,0.674357,0.054908,-1.775821,0.713527
80,F4,Theta,0.698823,0.074665,-1.659885,0.445706
80,F4,Alpha,0.794813,0.112804,-0.137679,0.804133
80,F4,Beta,0.713239,0.080960,-1.572737,0.652923
80,F4,Total,0.883385,0.081753,NaN,NaN
80,F8,Delta,0.666188,0.062009,-1.868531,0.815547
80,F8,Theta,0.701403,0.075021,-1.757026,0.469431
80,F8,Alpha,0.805760,0.116538,-0.077878,0.843835
80,F8,Beta,0.725514,0.080023,-1.539373,0.652488
