Age,Channel,Band,AbsMean_log10,AbsSD_log10,RelMean,RelSD
25,Fz,Theta,0.742075,0.056720,-1.263848,0.381313
25,Fz,Alpha,0.816834,0.083635,-0.277357,0.618998
25,Fz,Beta,0.650727,0.059376,-2.316440,0.471089
25,Fz,Total,0.896980,0.057623,NaN,NaN
25,F4,Delta,0.741105,0.043764,-1.291678,0.545191
25,F4,Theta,0.744724,0.060554,-1.265162,0.406814
25,F4,Alpha,0.820956,0.086944,-0.274360,0.640495
25,F4,Beta,0.651407,0.063126,-2.333528,0.486017
25,F4,Total,0.899899,0.060634,NaN,NaN
25,F8,Delta,0.735816,0.049605,-1.509386,0.611101
25,F8,Theta,0.741004,0.065203,-1.520445,0.458182
25,F8,Alpha,0.853848,0.092717,0.062860,0.689298
25,F8,Beta,0.665904,0.063877,-2.359066,0.510798
25,F8,Total,0.917438,0.067596,NaN,NaN
25,T7,Delta,0.739327,0.049253,-1.506917,0.606367
25,T7,Theta,0.739646,0.065270,-1.547216,0.469973
25,T7,Alpha,0.857289,0.095929,0.083805,0.713277
25,T7,Beta,0.661755,0.063544,-2.397783,0.520114
25,T7,Total,0.917853,0.068562,NaN,NaN
25,C3,Delta,0.742429,0.058533,-1.784527,0.745595
25,C3,Theta,0.742409,0.071777,-1.936605,0.564934
25,C3,Alpha,0.906569,0.109736,0.516217,0.810514
25,C3,Beta,0.693850,0.067508,-2.522710,0.591296
25,C3,Total,0.954500,0.083623,NaN,NaN
25,Cz,Delta,0.746261,0.059375,-1.784521,0.728990
25,Cz,Theta,0.746807,0.073739,-1.986767,0.553384
25,Cz,Alpha,0.916274,0.109664,0.581996,0.794540
25,Cz,Beta,0.696407,0.067488,-2.572754,0.572109
25,Cz,Total,0.963913,0.083608,NaN,NaN
25,C4,Delta,0.667474,0.053269,-0.975212,0.510935
25,C4,Theta,0.655830,0.060658,-1.275182,0.357009
25,C4,Alpha,0.718680,0.078194,-0.518456,0.578356
25,C4,Beta,0.581730,0.055070,-2.203485,0.425792
25,C4,Total,0.811888,0.057486,NaN,NaN
25,T8,Delta,0.676692,0.053051,-0.985564,0.515084
25,T8,Theta,0.662444,0.062801,-1.288258,0.358864
25,T8,Alpha,0.725264,0.079507,-0.511616,0.573542
25,T8,Beta,0.588695,0.059760,-2.168909,0.482139
25,T8,Total,0.819217,0.058330,NaN,NaN
25,P7,Delta,0.661188,0.048153,-1.304783,0.476644
25,P7,Theta,0.663801,0.060122,-1.378145,0.368217
25,P7,Alpha,0.746202,0.077620,-0.340275,0.569846
25,P7,Beta,0.619510,0.058890,-2.015050,0.537121
25,P7,Total,0.828478,0.056616,NaN,NaN
25,P3,Delta,0.665120,0.052657,-1.265630,0.480474
25,P3,Theta,0.662430,0.065554,-1.352955,0.355557
25,P3,Alpha,0.743752,0.084594,-0.336585,0.573273
25,P3,Beta,0.608878,0.060630,-2.042054,0.511720
25,P3,Total,0.824708,0.062575,NaN,NaN
25,Pz,Delta,0.689553,0.050767,-1.440867,0.603970
25,Pz,Theta,0.688533,0.065317,-1.597908,0.446466
25,Pz,Alpha,0.804928,0.089428,0.014286,0.672307
25,Pz,Beta,0.641156,0.058039,-2.215328,0.536096
25,Pz,Total,0.871636,0.065702,NaN,NaN
25,P4,Delta,0.695144,0.055558,-1.523274,0.652554
25,P4,Theta,0.691725,0.074000,-1.714743,0.460934
25,P4,Alpha,0.826139,0.101346,0.187660,0.727799
25,P4,Beta,0.639931,0.062344,-2.339034,0.551269
25,P4,Total,0.885363,0.075020,NaN,NaN
25,P8,Delta,0.775708,0.040614,-1.082582,0.508332
25,P8,Theta,0.778316,0.059072,-1.114767,0.417873
25,P8,Alpha,0.825564,0.079015,-0.501035,0.626558
25,P8,Beta,0.665646,0.056659,-2.407471,0.462988
25,P8,Total,0.922212,0.054469,NaN,NaN
25,O1,Delta,0.780516,0.038930,-1.169684,0.525627
25,O1,Theta,0.786249,0.054623,-1.137783,0.383664
25,O1,Alpha,0.842234,0.081622,-0.397679,0.625476
25,O1,Beta,0.669563,0.056196,-2.465035,0.451747
25,O1,Total,0.931295,0.054533,NaN,NaN
25,O2,Delta,0.765379,0.043602,-1.480792,0.629657
25,O2,Theta,0.770538,0.061502,-1.484265,0.487759
25,O2,Alpha,0.878124,0.092346,0.048885,0.725612
25,O2,Beta,0.681240,0.057793,-2.485296,0.493750
25,O2,Total,0.943568,0.063701,NaN,NaN
26,Fp1,Delta,0.737861,0.055659,-0.788182,0.572587
26,Fp1,Theta,0.708888,0.061617,-1.331105,0.365676
26,Fp1,Alpha,0.766776,0.084814,-0.604225,0.643159
26,Fp1,Beta,0.622944,0.057440,-2.323076,0.471997
26,Fp1,Total,0.868490,0.060687,NaN,NaN
26,Fp2,Delta,0.746451,0.059122,-0.765485,0.577770
26,Fp2,Theta,0.713528,0.062202,-1.328499,0.379214
26,Fp2,Alpha,0.769455,0.082004,-0.622397,0.650467
26,Fp2,Beta,0.624994,0.054787,-2.347374,0.468688
26,Fp2,Total,0.873088,0.059885,NaN,NaN
26,F7,Delta,0.729373,0.045235,-1.113807,0.540042
26,F7,Theta,0.731083,0.057692,-1.193699,0.384914
26,F7,Alpha,0.788464,0.083083,-0.448614,0.637092
26,F7,Beta,0.638366,0.057602,-2.281095,0.461419
26,F7,Total,0.880310,0.057026,NaN,NaN
26,F3,Delta,0.732016,0.043431,-1.120946,0.534761
26,F3,Theta,0.733751,0.058511,-1.186749,0.399359
26,F3,Alpha,0.790876,0.081968,-0.445310,0.628631
26,F3,Beta,0.637525,0.058042,-2.294493,0.479434
26,F3,Total,0.882584,0.056170,NaN,NaN
26,Fz,Delta,0.732700,0.043330,-1.304590,0.542749
26,Fz,Theta,0.736976,0.057368,-1.284404,0.383375
26,Fz,Alpha,0.814102,0.085119,-0.262420,0.627813
26,Fz,Beta,0.649623,0.060179,-2.277736,0.479906
26,Fz,Total,0.893432,0.058661,NaN,NaN
26,F4,Delta,0.735933,0.044336,-1.314535,0.555948
26,F4,Theta,0.739847,0.061334,-1.284662,0.409224
26,F4,Alpha,0.818187,0.088631,-0.260317,0.649593
26,F4,Beta,0.650234,0.064130,-2.295576,0.495460
26,F4,Total,0.896469,0.061831,NaN,NaN
26,F8,Delta,0.730770,0.050168,-1.526648,0.624244
26,F8,Theta,0.735526,0.065727,-1.539840,0.458906
26,F8,Alpha,0.850152,0.094264,0.068364,0.697766
26,F8,Beta,0.664295,0.064781,-2.318151,0.518450
26,F8,Total,0.913484,0.068655,NaN,NaN
26,T7,Delta,0.733986,0.049665,-1.520791,0.616435
26,T7,Theta,0.733953,0.065837,-1.561085,0.471313
26,T7,Alpha,0.852709,0.097418,0.083282,0.721354
26,T7,Beta,0.659429,0.064384,-2.358739,0.527477
26,T7,Total,0.913228,0.069549,NaN,NaN
26,C3,Delta,0.735239,0.058965,-1.799231,0.757863
26,C3,Theta,0.736130,0.072245,-1.937675,0.566346
26,C3,Alpha,0.900596,0.111420,0.508976,0.820025
26,C3,Beta,0.689571,0.068254,-2.486979,0.598223
26,C3,Total,0.948155,0.084830,NaN,NaN
26,Cz,Delta,0.737964,0.059612,-1.799025,0.742210
26,Cz,Theta,0.739917,0.074217,-1.986655,0.555723
26,Cz,Alpha,0.909916,0.111387,0.574747,0.805465
26,Cz,Beta,0.691206,0.068169,-2.540545,0.578696
26,Cz,Total,0.956894,0.084774,NaN,NaN
26,C4,Delta,0.663055,0.053915,-1.003980,0.519466
26,C4,Theta,0.652074,0.061118,-1.291047,0.357638
26,C4,Alpha,0.717488,0.079259,-0.496214,0.584198
26,C4,Beta,0.581209,0.055466,-2.175581,0.431612
26,C4,Total,0.809300,0.058183,NaN,NaN
26,T8,Delta,0.670741,0.053740,-1.015151,0.522563
26,T8,Theta,0.657648,0.063689,-1.305079,0.361020
26,T8,Alpha,0.723301,0.080923,-0.489521,0.579824
26,T8,Beta,0.587468,0.060639,-2.139519,0.491622
26,T8,Total,0.815768,0.059321,NaN,NaN
26,P7,Delta,0.656282,0.048807,-1.331966,0.484057
26,P7,Theta,0.659538,0.060626,-1.397364,0.368735
26,P7,Alpha,0.744291,0.078631,-0.319575,0.574723
26,P7,Beta,0.618138,0.059350,-1.981711,0.540870
26,P7,Total,0.825625,0.057414,NaN,NaN
26,P3,Delta,0.658555,0.053579,-1.288994,0.488326
26,P3,Theta,0.657053,0.066268,-1.371788,0.356275
26,P3,Alpha,0.740776,0.085980,-0.319991,0.579826
26,P3,Beta,0.606606,0.061296,-2.010365,0.518240
26,P3,Total,0.820835,0.063591,NaN,NaN
26,Pz,Delta,0.685934,0.050901,-1.462425,0.612941
26,Pz,Theta,0.684930,0.065418,-1.609677,0.446602
26,Pz,Alpha,0.802050,0.090286,0.019736,0.676432
26,Pz,Beta,0.640291,0.058458,-2.178939,0.539700
26,Pz,Total,0.868825,0.066236,NaN,NaN
26,P4,Delta,0.689197,0.056084,-1.541794,0.664050
26,P4,Theta,0.685966,0.074549,-1.724378,0.460747
26,P4,Alpha,0.821657,0.102690,0.188177,0.735355
26,P4,Beta,0.636886,0.062860,-2.307028,0.558411
26,P4,Total,0.880228,0.075915,NaN,NaN
26,P8,Delta,0.769863,0.040954,-1.110078,0.517498
26,P8,Theta,0.773075,0.059463,-1.132897,0.419352
26,P8,Alpha,0.823690,0.080516,-0.475157,0.635676
26,P8,Beta,0.663379,0.057369,-2.377299,0.472190
26,P8,Total,0.918255,0.055362,NaN,NaN
26,O1,Delta,0.775008,0.039354,-1.192642,0.535996
26,O1,Theta,0.780980,0.055174,-1.161279,0.386210
26,O1,Alpha,0.839983,0.083143,-0.374571,0.634759
26,O1,Beta,0.668505,0.057061,-2.427220,0.461076
26,O1,Total,0.927794,0.055542,NaN,NaN
26,O2,Delta,0.760063,0.043816,-1.495320,0.641024
26,O2,Theta,0.765132,0.061857,-1.502079,0.487793
26,O2,Alpha,0.874070,0.093760,0.055532,0.732795
26,O2,Beta,0.679877,0.058595,-2.443954,0.500887
26,O2,Total,0.939548,0.064604,NaN,NaN
27,Fp1,Delta,0.737861,0.055659,-0.788182,0.572587
27,Fp1,Theta,0.708888,0.061617,-1.331105,0.365676
27,Fp1,Alpha,0.766776,0.084814,-0.604225,0.643159
27,Fp1,Beta,0.622944,0.057440,-2.323076,0.471997
27,Fp1,Total,0.868490,0.060687,NaN,NaN
27,Fp2,Delta,0.746451,0.059122,-0.765485,0.577770
27,Fp2,Theta,0.713528,0.062202,-1.328499,0.379214
27,Fp2,Alpha,0.769455,0.082004,-0.622397,0.650467
27,Fp2,Beta,0.624994,0.054787,-2.347374,0.468688
27,Fp2,Total,0.873088,0.059885,NaN,NaN
27,F7,Delta,0.729373,0.045235,-1.113807,0.540042
27,F7,Theta,0.731083,0.057692,-1.193699,0.384914
27,F7,Alpha,0.788464,0.083083,-0.448614,0.637092
27,F7,Beta,0.638366,0.057602,-2.281095,0.461419
27,F7,Total,0.880310,0.057026,NaN,NaN
27,F3,Delta,0.732016,0.043431,-1.120946,0.534761
27,F3,Theta,0.733751,0.058511,-1.186749,0.399359
27,F3,Alpha,0.790876,0.081968,-0.445310,0.628631
27,F3,Beta,0.637525,0.058042,-2.294493,0.479434
27,F3,Total,0.882584,0.056170,NaN,NaN
27,Fz,Delta,0.732700,0.043330,-1.304590,0.542749
27,Fz,Theta,0.736976,0.057368,-1.284404,0.383375
27,Fz,Alpha,0.814102,0.085119,-0.262420,0.627813
27,Fz,Beta,0.649623,0.060179,-2.277736,0.479906
27,Fz,Total,0.893432,0.058661,NaN,NaN
27,F4,Delta,0.735933,0.044336,-1.314535,0.555948
27,F4,Theta,0.739847,0.061334,-1.284662,0.409224
27,F4,Alpha,0.818187,0.088631,-0.260317,0.649593
27,F4,Beta,0.650234,0.064130,-2.295576,0.495460
27,F4,Total,0.896469,0.061831,NaN,NaN
27,F8,Delta,0.730770,0.050168,-1.526648,0.624244
27,F8,Theta,0.735526,0.065727,-1.539840,0.458906
27,F8,Alpha,0.850152,0.094264,0.068364,0.697766
27,F8,Beta,0.664295,0.064781,-2.318151,0.518450
27,F8,Total,0.913484,0.068655,NaN,NaN
27,T7,Delta,0.733986,0.049665,-1.520791,0.616435
27,T7,Theta,0.733953,0.065837,-1.561085,0.471313
27,T7,Alpha,0.852709,0.097418,0.083282,0.721354
27,T7,Beta,0.659429,0.064384,-2.358739,0.527477
27,T7,Total,0.913228,0.069549,NaN,NaN
27,C3,Delta,0.735239,0.058965,-1.799231,0.757863
27,C3,Theta,0.736130,0.072245,-1.937675,0.566346
27,C3,Alpha,0.900596,0.111420,0.508976,0.820025
27,C3,Beta,0.689571,0.068254,-2.486979,0.598223
27,C3,Total,0.948155,0.084830,NaN,NaN
27,Cz,Delta,0.737964,0.059612,-1.799025,0.742210
27,Cz,Theta,0.739917,0.074217,-1.986655,0.555723
27,Cz,Alpha,0.909916,0.111387,0.574747,0.805465
27,Cz,Beta,0.691206,0.068169,-2.540545,0.578696
27,Cz,Total,0.956894,0.084774,NaN,NaN
27,C4,Delta,0.663055,0.053915,-1.003980,0.519466
27,C4,Theta,0.652074,0.061118,-1.291047,0.357638
27,C4,Alpha,0.717488,0.079259,-0.496214,0.584198
27,C4,Beta,0.581209,0.055466,-2.175581,0.431612
27,C4,Total,0.809300,0.058183,NaN,NaN
27,T8,Delta,0.670741,0.053740,-1.015151,0.522563
27,T8,Theta,0.657648,0.063689,-1.305079,0.361020
27,T8,Alpha,0.723301,0.080923,-0.489521,0.579824
27,T8,Beta,0.587468,0.060639,-2.139519,0.491622
27,T8,Total,0.815768,0.059321,NaN,NaN
27,P7,Delta,0.656282,0.048807,-1.331966,0.484057
27,P7,Theta,0.659538,0.060626,-1.397364,0.368735
27,P7,Alpha,0.744291,0.078631,-0.319575,0.574723
27,P7,Beta,0.618138,0.059350,-1.981711,0.540870
27,P7,Total,0.825625,0.057414,NaN,NaN
27,P3,Delta,0.658555,0.053579,-1.288994,0.488326
27,P3,Theta,0.657053,0.066268,-1.371788,0.356275
27,P3,Alpha,0.740776,0.085980,-0.319991,0.579826
27,P3,Beta,0.606606,0.061296,-2.010365,0.518240
27,P3,Total,0.820835,0.063591,NaN,NaN
27,Pz,Delta,0.685934,0.050901,-1.462425,0.612941
27,Pz,Theta,0.684930,0.065418,-1.609677,0.446602
27,Pz,Alpha,0.802050,0.090286,0.019736,0.676432
27,Pz,Beta,0.640291,0.058458,-2.178939,0.539700
27,Pz,Total,0.868825,0.066236,NaN,NaN
27,P4,Delta,0.689197,0.056084,-1.541794,0.664050
27,P4,Theta,0.685966,0.074549,-1.724378,0.460747
27,P4,Alpha,0.821657,0.102690,0.188177,0.735355
27,P4,Beta,0.636886,0.062860,-2.307028,0.558411
27,P4,Total,0.880228,0.075915,NaN,NaN
27,P8,Delta,0.769863,0.040954,-1.110078,0.517498
27,P8,Theta,0.773075,0.059463,-1.132897,0.419352
27,P8,Alpha,0.823690,0.080516,-0.475157,0.635676
27,P8,Beta,0.663379,0.057369,-2.377299,0.472190
27,P8,Total,0.918255,0.055362,NaN,NaN
27,O1,Delta,0.775008,0.039354,-1.192642,0.535996
27,O1,Theta,0.780980,0.055174,-1.161279,0.386210
27,O1,Alpha,0.839983,0.083143,-0.374571,0.634759
27,O1,Beta,0.668505,0.057061,-2.427220,0.461076
27,O1,Total,0.927794,0.055542,NaN,NaN
27,O2,Delta,0.760063,0.043816,-1.495320,0.641024
27,O2,Theta,0.765132,0.061857,-1.502079,0.487793
27,O2,Alpha,0.874070,0.093760,0.055532,0.732795
27,O2,Beta,0.679877,0.058595,-2.443954,0.500887
27,O2,Total,0.939548,0.064604,NaN,NaN
28,Fp1,Delta,0.732286,0.055948,-0.818664,0.579461
28,Fp1,Theta,0.704288,0.062321,-1.341215,0.365399
28,Fp1,Alpha,0.764513,0.086399,-0.582473,0.651465
28,Fp1,Beta,0.620420,0.058301,-2.294069,0.478414
28,Fp1,Total,0.864560,0.061635,NaN,NaN
28,Fp2,Delta,0.740928,0.059546,-0.796360,0.585102
28,Fp2,Theta,0.708900,0.062889,-1.340099,0.379031
28,Fp2,Alpha,0.767304,0.083504,-0.599571,0.659701
28,Fp2,Beta,0.622686,0.055410,-2.318768,0.475017
28,Fp2,Total,0.869288,0.060720,NaN,NaN
28,F7,Delta,0.724373,0.045837,-1.143634,0.549788
28,F7,Theta,0.727029,0.058250,-1.210055,0.385726
28,F7,Alpha,0.786959,0.084611,-0.426215,0.645996
28,F7,Beta,0.637316,0.058416,-2.249959,0.469661
28,F7,Total,0.877417,0.058037,NaN,NaN
28,F3,Delta,0.726469,0.043904,-1.150736,0.544194
28,F3,Theta,0.729515,0.059099,-1.203118,0.401160
28,F3,Alpha,0.789232,0.083490,-0.422238,0.637845
28,F3,Beta,0.636239,0.058857,-2.263995,0.487936
28,F3,Total,0.879532,0.057143,NaN,NaN
28,Fz,Delta,0.727653,0.043852,-1.327982,0.553885
28,Fz,Theta,0.732228,0.058009,-1.304088,0.385424
28,Fz,Alpha,0.811496,0.086581,-0.248716,0.636519
28,Fz,Beta,0.648783,0.060971,-2.239019,0.488594
28,Fz,Total,0.890138,0.059684,NaN,NaN
28,F4,Delta,0.731047,0.044907,-1.337522,0.566575
28,F4,Theta,0.735335,0.062105,-1.303503,0.411582
28,F4,Alpha,0.815559,0.090291,-0.247198,0.658572
28,F4,Beta,0.649410,0.065119,-2.257619,0.504753
28,F4,Total,0.893323,0.063008,NaN,NaN
28,F8,Delta,0.726186,0.050740,-1.543940,0.637200
28,F8,Theta,0.730480,0.066247,-1.557910,0.459613
28,F8,Alpha,0.846561,0.095788,0.072224,0.706139
28,F8,Beta,0.663071,0.065673,-2.277234,0.526026
28,F8,Total,0.909811,0.069700,NaN,NaN
28,T7,Delta,0.729002,0.050080,-1.534690,0.626370
28,T7,Theta,0.728669,0.066399,-1.574190,0.472602
28,T7,Alpha,0.848276,0.098887,0.081836,0.729341
28,T7,Beta,0.657542,0.065215,-2.319681,0.534756
28,T7,Total,0.908920,0.070524,NaN,NaN
28,C3,Delta,0.728556,0.059401,-1.813694,0.769996
28,C3,Theta,0.730267,0.072711,-1.937102,0.567769
28,C3,Alpha,0.894688,0.113084,0.499970,0.829459
28,C3,Beta,0.685513,0.068991,-2.451272,0.605078
28,C3,Total,0.942041,0.086023,NaN,NaN
28,Cz,Delta,0.730347,0.059853,-1.813115,0.755251
28,Cz,Theta,0.733493,0.074692,-1.984471,0.558017
28,Cz,Alpha,0.903573,0.113090,0.565290,0.816260
28,Cz,Beta,0.686292,0.068843,-2.508344,0.585200
28,Cz,Total,0.950096,0.085927,NaN,NaN
28,C4,Delta,0.659141,0.054571,-1.032650,0.527951
28,C4,Theta,0.648749,0.061573,-1.305933,0.358255
28,C4,Alpha,0.716435,0.080307,-0.475526,0.589968
28,C4,Beta,0.580897,0.055859,-2.147719,0.437351
28,C4,Total,0.807016,0.058872,NaN,NaN
28,T8,Delta,0.665109,0.054436,-1.044619,0.530004
28,T8,Theta,0.653245,0.064565,-1.321042,0.363155
28,T8,Alpha,0.721448,0.082318,-0.468834,0.586039
28,T8,Beta,0.586458,0.061507,-2.110117,0.500985
28,T8,Total,0.812597,0.060298,NaN,NaN
28,P7,Delta,0.651969,0.049460,-1.359177,0.491397
28,P7,Theta,0.655732,0.061125,-1.415123,0.369253
28,P7,Alpha,0.742518,0.079628,-0.299961,0.579559
28,P7,Beta,0.616943,0.059804,-1.948464,0.544515
28,P7,Total,0.823066,0.058202,NaN,NaN
28,P3,Delta,0.652289,0.054504,-1.312321,0.496080
28,P3,Theta,0.652125,0.066975,-1.389491,0.356959
28,P3,Alpha,0.737956,0.087346,-0.304419,0.586297
28,P3,Beta,0.604615,0.061956,-1.978735,0.524678
28,P3,Total,0.817281,0.064593,NaN,NaN
28,Pz,Delta,0.682822,0.051054,-1.483839,0.621825
28,Pz,Theta,0.681754,0.065520,-1.619728,0.446723
28,Pz,Alpha,0.799274,0.091138,0.023410,0.680539
28,Pz,Beta,0.639640,0.058873,-2.142626,0.543259
28,Pz,Total,0.866242,0.066768,NaN,NaN
28,P4,Delta,0.683689,0.056628,-1.560031,0.675386
28,P4,Theta,0.680724,0.075095,-1.732129,0.460482
28,P4,Alpha,0.817264,0.104022,0.186827,0.742835
28,P4,Beta,0.634184,0.063372,-2.275057,0.565468
28,P4,Total,0.875387,0.076802,NaN,NaN
28,P8,Delta,0.764437,0.041297,-1.137659,0.526635
28,P8,Theta,0.768194,0.059851,-1.150313,0.420787
28,P8,Alpha,0.821873,0.081994,-0.450754,0.644657
28,P8,Beta,0.661483,0.058069,-2.347101,0.481271
28,P8,Total,0.914567,0.056243,NaN,NaN
28,O1,Delta,0.769799,0.039781,-1.215775,0.546307
28,O1,Theta,0.776010,0.055720,-1.184162,0.388708
28,O1,Alpha,0.837827,0.084640,-0.352873,0.643909
28,O1,Beta,0.667744,0.057915,-2.389371,0.470273
28,O1,Total,0.924520,0.056536,NaN,NaN
28,O2,Delta,0.755109,0.044032,-1.509946,0.652219
28,O2,Theta,0.760046,0.062210,-1.518911,0.487810
28,O2,Alpha,0.870128,0.095156,0.060770,0.739908
28,O2,Beta,0.678801,0.059388,-2.402602,0.507948
28,O2,Total,0.935741,0.065496,NaN,NaN
29,Fp1,Delta,0.727237,0.056235,-0.849046,0.586319
29,Fp1,Theta,0.700048,0.063017,-1.350940,0.365143
29,Fp1,Alpha,0.762326,0.087957,-0.562154,0.659662
29,Fp1,Beta,0.618294,0.059149,-2.265092,0.484767
29,Fp1,Total,0.860923,0.062570,NaN,NaN
29,Fp2,Delta,0.735746,0.059973,-0.827097,0.592411
29,Fp2,Theta,0.704616,0.063570,-1.351171,0.378856
29,Fp2,Alpha,0.765218,0.084978,-0.578142,0.668807
29,Fp2,Beta,0.620728,0.056024,-2.290183,0.481285
29,Fp2,Total,0.865755,0.061544,NaN,NaN
29,F7,Delta,0.719747,0.046446,-1.173443,0.559523
29,F7,Theta,0.723298,0.058804,-1.225778,0.386532
29,F7,Alpha,0.785558,0.086114,-0.405344,0.654778
29,F7,Beta,0.636540,0.059219,-2.218843,0.477799
29,F7,Total,0.874773,0.059034,NaN,NaN
29,F3,Delta,0.721188,0.044381,-1.180490,0.553567
29,F3,Theta,0.725591,0.059682,-1.218903,0.402926
29,F3,Alpha,0.787691,0.084987,-0.400645,0.646921
29,F3,Beta,0.635260,0.059661,-2.233505,0.496318
29,F3,Total,0.876719,0.058103,NaN,NaN
29,Fz,Delta,0.722958,0.044373,-1.351548,0.564906
29,Fz,Theta,0.727836,0.058643,-1.322967,0.387462
29,Fz,Alpha,0.809017,0.088023,-0.236200,0.645118
29,Fz,Beta,0.648245,0.061754,-2.200286,0.497161
29,Fz,Total,0.887102,0.060691,NaN,NaN
29,F4,Delta,0.726480,0.045476,-1.360641,0.577077
29,F4,Theta,0.731191,0.062867,-1.321761,0.413888
29,F4,Alpha,0.813072,0.091927,-0.234954,0.667436
29,F4,Beta,0.648971,0.066094,-2.219658,0.513903
29,F4,Total,0.890465,0.064166,NaN,NaN
29,F8,Delta,0.722088,0.051319,-1.561268,0.649981
29,F8,Theta,0.725867,0.066763,-1.574717,0.460304
29,F8,Alpha,0.843077,0.097291,0.074469,0.714422
29,F8,Beta,0.662268,0.066552,-2.236314,0.533530
29,F8,Total,0.906420,0.070732,NaN,NaN
29,T7,Delta,0.724401,0.050498,-1.548622,0.636178
29,T7,Theta,0.723795,0.066957,-1.586605,0.473840
29,T7,Alpha,0.843995,0.100338,0.079532,0.737239
29,T7,Beta,0.656134,0.066035,-2.280609,0.541954
29,T7,Total,0.904933,0.071487,NaN,NaN
29,C3,Delta,0.722412,0.059841,-1.827924,0.782000
29,C3,Theta,0.724822,0.073174,-1.935062,0.569203
29,C3,Alpha,0.888858,0.114729,0.489305,0.838818
29,C3,Beta,0.681731,0.069719,-2.415589,0.611864
29,C3,Total,0.936175,0.087201,NaN,NaN
29,Cz,Delta,0.723479,0.060099,-1.826800,0.768122
29,Cz,Theta,0.727544,0.075165,-1.980401,0.560267
29,Cz,Alpha,0.897264,0.114773,0.553747,0.826929
29,Cz,Beta,0.681724,0.069511,-2.476151,0.591626
29,Cz,Total,0.943540,0.087067,NaN,NaN
29,C4,Delta,0.655753,0.055235,-1.061226,0.536393
29,C4,Theta,0.645855,0.062025,-1.319914,0.358862
29,C4,Alpha,0.715520,0.081337,-0.456283,0.595670
29,C4,Beta,0.580814,0.056247,-2.119900,0.443013
29,C4,Total,0.805042,0.059552,NaN,NaN
29,T8,Delta,0.659849,0.055138,-1.073968,0.537409
29,T8,Theta,0.649245,0.065431,-1.336191,0.365269
29,T8,Alpha,0.719707,0.083693,-0.449502,0.592188
29,T8,Beta,0.585688,0.062363,-2.080703,0.510235
29,T8,Total,0.809710,0.061262,NaN,NaN
29,P7,Delta,0.648284,0.050112,-1.386419,0.498665
29,P7,Theta,0.652375,0.061619,-1.431507,0.369771
29,P7,Alpha,0.740879,0.080613,-0.281432,0.584354
29,P7,Beta,0.615960,0.060253,-1.915308,0.548057
29,P7,Total,0.820798,0.058979,NaN,NaN
29,P3,Delta,0.646399,0.055432,-1.335609,0.503737
29,P3,Theta,0.647653,0.067676,-1.406102,0.357609
29,P3,Alpha,0.735291,0.088695,-0.289893,0.592691
29,P3,Beta,0.602940,0.062609,-1.947164,0.531038
29,P3,Total,0.814051,0.065583,NaN,NaN
29,Pz,Delta,0.680222,0.051226,-1.505114,0.630625
29,Pz,Theta,0.678990,0.065623,-1.628168,0.446826
29,Pz,Alpha,0.796597,0.091985,0.025391,0.684629
29,Pz,Beta,0.639228,0.059286,-2.106389,0.546774
29,Pz,Total,0.863883,0.067298,NaN,NaN
29,P4,Delta,0.678654,0.057189,-1.577989,0.686570
29,P4,Theta,0.676001,0.075639,-1.738173,0.460138
29,P4,Alpha,0.812971,0.105341,0.183768,0.750242
29,P4,Beta,0.631872,0.063881,-2.243120,0.572443
29,P4,Total,0.870855,0.077683,NaN,NaN
29,P8,Delta,0.759438,0.041641,-1.165325,0.535744
29,P8,Theta,0.763675,0.060237,-1.167110,0.422177
29,P8,Alpha,0.820121,0.083450,-0.427749,0.653508
29,P8,Beta,0.659992,0.058762,-2.316878,0.490240
29,P8,Total,0.911156,0.057114,NaN,NaN
29,O1,Delta,0.764921,0.040210,-1.239079,0.556562
29,O1,Theta,0.771343,0.056261,-1.206463,0.391160
29,O1,Alpha,0.835764,0.086116,-0.332583,0.652932
29,O1,Beta,0.667312,0.058757,-2.351489,0.479344
29,O1,Total,0.921478,0.057516,NaN,NaN
29,O2,Delta,0.750543,0.044253,-1.524668,0.663251
29,O2,Theta,0.755277,0.062561,-1.534804,0.487810
29,O2,Alpha,0.866295,0.096534,0.064588,0.746954
29,O2,Beta,0.678038,0.060171,-2.361241,0.514935
29,O2,Total,0.932145,0.066377,NaN,NaN
30,Fp1,Delta,0.727237,0.056235,-0.849046,0.586319
30,Fp1,Theta,0.700048,0.063017,-1.350940,0.365143
30,Fp1,Alpha,0.762326,0.087957,-0.562154,0.659662
30,Fp1,Beta,0.618294,0.059149,-2.265092,0.484767
30,Fp1,Total,0.860923,0.062570,NaN,NaN
30,Fp2,Delta,0.735746,0.059973,-0.827097,0.592411
30,Fp2,Theta,0.704616,0.063570,-1.351171,0.378856
30,Fp2,Alpha,0.765218,0.084978,-0.578142,0.668807
30,Fp2,Beta,0.620728,0.056024,-2.290183,0.481285
30,Fp2,Total,0.865755,0.061544,NaN,NaN
30,F7,Delta,0.719747,0.046446,-1.173443,0.559523
30,F7,Theta,0.723298,0.058804,-1.225778,0.386532
30,F7,Alpha,0.785558,0.086114,-0.405344,0.654778
30,F7,Beta,0.636540,0.059219,-2.218843,0.477799
30,F7,Total,0.874773,0.059034,NaN,NaN
30,F3,Delta,0.721188,0.044381,-1.180490,0.553567
